Id   |Name                 |!|Country                                   |Sponsor                              |Host                                     |Distance  |Latency
13296|Damascus             | |Syrian Arab Republic                      |Takamol ISP                          |speedtest.takamol.sy:8080                |2077536.1 |0
18025|Zawiya               | |LY                                        |ABRAJ LIBYA (LTC)                    |speedtest4.ltc.net.ly:8080               |2116825.3 |0
17022|Tel Aviv             | |IL                                        |Partner Communications               |speedtest2.partner.co.il:8080            |2169835.1 |0
1144 |Derry                | |Northern Ireland                          |Bluebox Broadband                    |78.155.251.131:8080                      |2182443.6 |0
24391|Rehovot              | |Isreal                                    |uPress Inc                           |rep-speed-il.upress.io:8080              |2188844.8 |0
15901|Ramallah             | |Palestinian Territory, Occupied           |Ooredoo Palestine                    |speedtest.wataniya.ps:8080               |2201461.8 |0
17413|Baku                 | |AZ                                        |Aile TV                              |speedtest.aile.tv:8080                   |2270407.1 |0
16744|Cairo                | |EG                                        |we                                   |speedtest3.tedata.net:8080               |2283398.6 |0
16882|Sulaymaniyah         | |IQ                                        |AlsardFiber                          |speedtest.alsardfiber.com:8080           |2349939.5 |0
17455|Reykjavík            | |IS                                        |Hringdu                              |speedtest.hringdu.is:8080                |3111603.5 |0
17373|Dammam               | |SA                                        |Integrated Telecom Company - (ITC)   |ftthspeed-kho.itc.sa:8080                |3447545.3 |0
17363|Tashkent             | |UZ                                        |ARS-INFORM                           |speedtest.ars.uz:8080                    |3589271.4 |0
24844|Juba                 | |South Sudan                               |MTN South Sudan                      |speedtest1.mtn-ssd.com:8080              |5056161.5 |0
17209|Douala               | |CM                                        |Orange Cameroun                      |speedtest1.orange.cm:8080                |5271948.6 |0
17139|Lomé                 | |TG                                        |Canalbox Togo                        |speedtest.lom.tg.canalbox.net:8080       |5312960.5 |0
6660 |Bissau               | |Guinea-Bissau                             |MTN Bissau                           |154.73.60.90:8080                        |5560385.9 |0
6133 |Abidjan              | |Ivory Coast                               |YOOMEE COTE D'IVOIRE                 |okla.yoomee.ci:8080                      |5607147.9 |0
15448|Abidjan              | |Côte d'Ivoire                             |MTN COTE D'IVOIRE                    |speedtest.mtnbusiness.ci:8080            |5607147.9 |0
24472|Saint-Pierre         | |Saint Pierre and Miquelon                 |SPM Telecom                          |speedtest-sp-02.cheznoo.net:8080         |5653679.3 |0
15888|Arusha               | |Tanzania, United Republic of              |Arusha Art Ltd                       |speedtest.cybernet.co.tz:8080            |6045328.1 |0
17415|Kinshasa             | |Democratic Republic of the Congo          |ORANGE RDC                           |kin.speedtest.orange.cd:8080             |6086425.7 |0
16861|Dhaka                | |BD                                        |Delta Infocom Ltd.                   |speedtest.deltainfocom.com:8080          |6347016.8 |0
25314|Park City, UT        | |USA                                       |Utah Broadband                       |speedtest.utahbroadband.com:8080         |6533381.2 |0
6999 |Vientiane            | |Lao PDR                                   |ETL company limited                  |speedtest.etllao.com:8080                |7686367.1 |0
6001 |Philipsburg          | |Sint Maarten                              |Telem Group                          |sp1.smitcoms.net:8080                    |8287609.5 |0
6613 |Basseterre           | |Saint Kitts and Nevis                     |The Cable                            |minispeedtest.thecable.net:8080          |8325427.4 |0
17056|Road Town            | |Virgin Islands, British                   |Flow BVI                             |speedtestbvi.discoverflow.co:8080        |8364557.6 |0
12639|Guaynabo             | |Puerto Rcio                               |ATT MOBILITY PUERTO RICO             |speedtest.attbusinesspr.com:8080         |8500125.3 |0
17131|Cyberjaya            | |MY                                        |Extreme Broadband                    |speedtest.extremebb.net:8080             |8881729.7 |0
7338 |Kralendijk           | |Bonaire                                   |Flamingo Television Bonaire B.V.     |sp1.flamingotv.net:8080                  |9149428.6 |0
20275|Willemstad           | |Curaçao                                   |Blue Nap Americas                    |speedtest.bluenapamericas.com:8080       |9194652.8 |0
16602|Oranjestad           | |AW                                        |Digicel Aruba                        |speedtest.digicelaruba.net:8080          |9242506.8 |0
16914|Panama City          | |PA                                        |OVNICOM                              |speedtest.ovnicom.com:8080               |10203939.3|0
18204|San Jose             | |CR                                        |Telecable S.A.                       |speedtest.telecablecr.com:8080           |10435399.2|0
6793 |Susupe               | |Northern Mariana                          |IT&E                                 |sp1.saipan.ite.net:8080                  |10828140.5|0
14099|La Paz               | |Bolivia, Plurinational State of           |AXS BOLIVIA S.A.                     |speedtest.axsbolivia.com:8080            |11562311.7|0
2288 |Pohnpei              | |Federated States of Micronesia            |FSMTC                                |www.speedtest.fm:8080                    |12333352.3|0
17653|Honiara              | |SB                                        |Satsol                               |speedtest.satsol.tv:8080                 |13979634.3|0
